va,name,size
0x0049D890,_PLANECrash@4,1659
0x0049DF40,_PLANEEventProc,5926
0x0049F6B0,FUN_0049f6b0,247
0x0049F7B0,FUN_0049f7b0,35
0x0049F7E0,FUN_0049f7e0,43
0x0049F810,FUN_0049f810,24
0x0049F830,FUN_0049f830,15
0x0049FA10,_PLANECheckEject@0,55
0x0049FAA0,_PLANEList@8,103
0x0049FB70,_PLANECheckFuel@0,352
0x0049FCD0,@PLANESetThrottle@8,109
0x0049FD40,@PLANEUpdateJustLanded@8,33
0x0049FD70,?FindStreamerDef@@YIPAUSTREAMER_DEF@@PAE@Z,27
0x0049FD90,_DrawStreamer@12,631
0x004A0010,_StreamersInit@0,11
0x004A001B,FUN_004a001b,230
0x004A0110,FUN_004a0110,313
0x004A0250,_StreamersUpdate@0,127
0x004A02D0,_StreamersShutdown@0,55
0x004A0310,_PLANEHackForPlayerWing@0,477
0x004A04F0,_PLANETurnOffGunSound@0,32
0x004A0510,_PLANESetFeetWet@0,76
0x004A0560,_MakeNamesForList@0,171
0x004A0610,_ScreenDirty@0,44
0x004A0640,_DialogFadeout@0,172
0x004A06F0,_DoFadeout@0,27
0x004A0710,_DialogFadein@0,253
0x004A0810,@DialogDrawBkgd@4,74
0x004A0860,@MainMenu@4,59
0x004A08A0,_ChooseActivity@0,1666
0x004A0FE0,FUN_004a0fe0,197
0x004A10B0,_SingleFilename@4,45
0x004A10E0,_SingleMission@0,1828
0x004A1810,FUN_004a1810,134
0x004A18A0,_CampaignSelect@0,983
0x004A1C80,_DialogPickFiles@8,325
0x004A1DD0,@BriefScreen@16,1075
0x004A2220,_GraphicPrefs@0,569
0x004A2480,_SoundPrefs@0,610
0x004A26F0,_DoDialogInfoBox@8,204
0x004A27C0,_DialogInfoBox@12,569
0x004A2A30,_AddStats@20,17
0x004A2A41,FUN_004a2a41,5889
0x004A4180,FUN_004a4180,106
0x004A41F0,FUN_004a41f0,154
0x004A4290,FUN_004a4290,110
0x004A4300,FUN_004a4300,570
0x004A4590,FUN_004a4590,66
0x004A45E0,_AddJanesStatsJOGC@20,14
0x004A45EE,FUN_004a45ee,3637
0x004A5440,FUN_004a5440,134
0x004A54D0,FUN_004a54d0,110
0x004A5540,_GetFiles@20,13
0x004A554D,FUN_004a554d,161
0x004A55F0,_EveryoneHasChosenSides@0,40
0x004A5620,@ChooseSidesDialog@4,305
0x004A5760,?FixChosenSides@@YGDXZ,173
0x004A5810,@ChooseSidesDialog2@4,340
0x004A5970,_CanReplay@0,23
0x004A5990,?winsock_load@@YADPAU_winsock_funcs@@PAD@Z,791
0x004A5CB0,?winsock_cleanup@@YAXXZ,44
0x004A5CE0,?winsock_handle_error@@YAPADPADW4ERROR_SEVERITY@@0H@Z,36
0x004A5D10,?winsock_process_error@@YAPADHPADW4ERROR_SEVERITY@@0H@Z,149
0x004A5DB0,FUN_004a5db0,73
0x004A5E00,?winsock_set_non_blocking@@YADI@Z,74
0x004A5E50,?winsock_set_buffer_sizes@@YADI@Z,315
0x004A5F90,?socket_flush_close@@YAXI@Z,16
0x004A5FA0,?socket_close@@YAXI@Z,16
0x004A5FB0,FUN_004a5fb0,341
0x004A6110,?socket_close_non_player_sockets@@YAXXZ,58
0x004A6150,?socket_close_socket@@YAXIG@Z,69
0x004A61A0,?socket_close_all@@YAXXZ,122
0x004A6220,?socket_get_state_ptr@@YAPAUsocket_state@@I@Z,52
0x004A6260,?socket_add_state_func@@YADIP6ADIJHPAUsocket_state@@@ZW4SOCK_STATE@@@Z,64
0x004A62A0,?socket_set_state@@YAXPAUsocket_state@@W4SOCK_STATE@@@Z,16
0x004A62C0,?socket_set_type@@YADPAUsocket_state@@W4SOCK_TYPE@@@Z,14
0x004A62D0,?socket_set_all_players_state_funcs@@YAXP6ADIJHPAUsocket_state@@@ZW4SOCK_STATE@@H@Z,75
0x004A6320,?socket_set_state_func@@YAXPAUsocket_state@@P6ADIJH0@ZW4SOCK_STATE@@@Z,23
0x004A6340,FUN_004a6340,71
0x004A6390,?socket_build_write_fds@@YAXXZ,117
0x004A6410,FUN_004a6410,375
0x004A65A0,FUN_004a65a0,162
0x004A6650,?socket_get_fds@@YAXPAUfd_set@@00@Z,55
0x004A6690,FUN_004a6690,41
0x004A66C0,?socket_check_duplicates@@YADPAUsocket_state@@@Z,155
0x004A6760,?socket_set_doa@@YAXI@Z,74
0x004A67B0,?socket_process_doa@@YAXXZ,55
0x004A67F0,_RMInit@0,36
0x004A6820,_RMShutdown@0,61
0x004A6860,@RMType@4,13
0x004A6870,_RMChangeType@12,117
0x004A68F0,_RMLocate@12,128
0x004A6970,?RMUnlocate@@YGXPAD@Z,19
0x004A6990,@RMFind@4,278
0x004A6AB0,FUN_004a6ab0,47
0x004A6AE0,_RMAccess@8,46
0x004A6B10,ResolveTypeRecord,24
0x004A6B30,FUN_004a6b30,394
0x004A6CC0,_RMAccessHandle@8,30
0x004A6CE0,_RMFree@4,114
0x004A6D60,_RMFreeAllId@4,70
0x004A6DB0,@RMNotify@4,55
0x004A6DF0,FUN_004a6df0,39
0x004A6E20,_SetupBitmapAccess@12,38
0x004A6EB0,_SetupOT,784
0x004A71C0,LoadShapeVariantPair,28
0x004A71E0,LoadShapeSlot,28
0x004A7200,_SetupNT,28
0x004A7220,_SetupPT,14
0x004A7230,_SetupJT,14
0x004A7240,@RMLegalFilename@4,197
0x004A7310,_T_InitPlane@4,153
0x004A73B0,_T_AddObj@12,1642
0x004A7A40,_T_AddYourObjs@0,811
0x004A7D70,_T_ImmediateVisibility@4,122
0x004A7DF0,_T_ObjList@8,89
0x004A7E50,_T_Render@4,196
0x004A7F40,FUN_004a7f40,36
0x004A7F70,?T_ForestProc@@YAXJ@Z,277
0x004A8090,FUN_004a8090,149
0x004A8130,FUN_004a8130,685
0x004A8750,?T_MooseProc@@YAXJ@Z,277
0x004A8880,?T_VietRicePaddy1Proc@@YAXJ@Z,198
0x004A8A70,_T_InitWaterProc,63
0x004A8AB0,?T_WaterProc@@YAXJ@Z,211
0x004A8B90,_T_InitCloudProc,10
0x004A8C30,FUN_004a8c30,141
0x004A8CC0,FUN_004a8cc0,99
0x004A8D30,_T_Normal@16,282
0x004A8E50,?T_LeafOp@@YGXDPAULEAF_LIST@@PAUWORD_POINT3@@PAULONG_POINT@@J11@Z,14
0x004A8E5E,FUN_004a8e5e,2042
0x004A9660,_T_Make@12,1356
0x004A9BB0,FUN_004a9bb0,101
0x004A9C20,FUN_004a9c20,209
0x004A9D00,FUN_004a9d00,14
0x004A9D0E,FUN_004a9d0e,261
0x004A9E20,FUN_004a9e20,128
0x004A9EA0,FUN_004a9ea0,33
0x004A9ED0,FUN_004a9ed0,416
0x004AA070,FUN_004aa070,487
0x004AA260,FUN_004aa260,80
0x004AA2B0,FUN_004aa2b0,171
0x004AA380,FUN_004aa380,162
0x004AA430,FUN_004aa430,1
0x004AA440,FUN_004aa440,84
0x004AA4A0,FUN_004aa4a0,384
0x004AA620,_T_InitDictionary@0,93
0x004AA680,@T_InitDictionaryEntry@8,263
0x004AA790,_T_NamedTmaps@0,67
0x004AA820,@T_SortTmapList@0,27
0x004AA840,FUN_004aa840,1114
0x004AACA0,_T_InitHorizonProc@0,61
0x004AACE0,T_HorizonProc,1
0x004AACFE,FUN_004aacfe,1864
0x004AB450,@ShapeSetup@4,918
0x004AB860,@BrushFromIndex@4,503
0x004ABAB0,_T_Info@24,306
0x004ABBF0,?tcpinit@@YADPAUNET_ADDRESS_LIST@@@Z,330
0x004AC180,?SER_SendBytes@@YAXPAEJ@Z,67
0x004AC1D0,?SER_SendHoldingBuffer@@YAXXZ,52
0x004AC210,?SER_OkToSendPacket@@YADXZ,18
0x004AC230,?SER_SendPacket@@YADAAUSERIAL_PACKET_WRAPPER@@D@Z,167
0x004AC2E0,?SER_SendRequests@@YAXXZ,251
0x004AC3E0,?SER_SendDataPackets@@YAXXZ,145
0x004AC480,?SER_SendStatus@@YAXXZ,140
0x004AC510,_MVRMove@32,353
0x004AC880,@MVRApproachTarget@12,337
0x004ACDC0,@DiskInit@0,47
0x004ACDF0,?GetHandle16@@YIFPAX@Z,82
0x004ACE50,@Open@8,189
0x004ACF30,@Create@4,111
0x004ACFA0,@Close@4,84
0x004AD0C0,_Read@12,121
0x004AD140,_Write@12,121
0x004AD1C0,@UGetFileSize@4,94
0x004AD220,@Delete@4,45
0x004AD250,@Rename@8,30
0x004AD2E0,_SaveFile,145
0x004AD380,_ClearCachedFilenames@0,20
0x004AD3A0,@GetExecutablePath@8,24
0x004AD3C0,_LoadFile@16,1506
0x004AD9B0,_LoadFile2@20,259
0x004ADAC0,?ConcatDirAndFile@@YAXPAD00@Z,207
0x004ADB90,FUN_004adb90,128
0x004ADC10,FUN_004adc10,211
0x004AE350,?CenterPrint@@YAXPADJPAUT_HANDLE@@@Z,14
0x004AE35E,FUN_004ae35e,169
0x004AECD0,?VDOClearToBlack@@YAXXZ,127
0x004AEE30,?VDOSetLineStats@@YAXGGE@Z,75
0x004AEE80,?BuildVDOList@@YAPAUVDOLinkedList@@PAD@Z,418
0x004AF030,?FileExists@@YADPAD@Z,22
0x004AF050,?FileSize@@YAJPAD@Z,28
0x004AF070,?StartVDOAudio@@YADPAD@Z,133
0x004AF100,?NewVDOLinkNode@@YAPAUVDOLinkedList@@PAD0@Z,171
0x004AF1B0,?FreeVDOLinkNode@@YAXPAUVDOLinkedList@@@Z,47
0x004AF1E0,?OpenVDOFile@@YAFPAD@Z,30
0x004AF200,?ReadVDOHeader@@YADFPAUVDOHEADER@@@Z,41
0x004AF230,?ReadFrameSizesFile@@YAPAKPAD@Z,146
0x004AF2D0,?ReadVDOPalette@@YADFPAUVDOHEADER@@QAUT_RGB@@@Z,79
0x004AF320,?VDOfromVDOHEADER@@YADPAUVDO@@PAUVDOHEADER@@@Z,123
0x004AF3A0,?AllocVDO@@YADPAUVDO@@@Z,263
0x004AF4B0,?DeallocVDO@@YAXPAUVDO@@PAUVDOLinkedList@@@Z,89
0x004AF510,?GetVDOFrame@@YADPAUVDO@@JF@Z,371
0x004AF690,?VDOAlloc@@YAPAXK@Z,11
0x004AF6A0,?VDOFree@@YAXPAX@Z,9
0x004AF6B0,?VDO_320x200_to_640x480@@YAXPAUT_BITMAP@@0K@Z,175
0x004AF800,?GLASSESInit@@YGXXZ,66
0x004AF850,?GLASSESShutDown@@YGXXZ,48
0x004AF880,?GLASSESHDiff@@YIFF@Z,39
0x004AF8B0,?GLASSESAdjust3dAmount@@YIXJ@Z,52
0x004AFA00,?GLASSESSaveBitmapBox@@YGXJJJJ@Z,59
0x004AFA40,?GLASSESInterleaveBitmapBox@@YGXJJJJ@Z,248
0x004AFB40,FUN_004afb40,281
0x004AFC60,?GLASSESBlitWithOffsets@@YGXJPAUT_BITMAP@@JJ0JJJJJ@Z,1074
0x004B00A0,?GLASSESBeforeDrawingPop@@YGXPAUBOX@@@Z,40
0x004B00D0,?GLASSESAfterDrawingPop@@YGXPAUBOX@@D@Z,91
0x004B0210,FUN_004b0210,216
0x004B02F0,FUN_004b02f0,182
0x004B03B0,FUN_004b03b0,161
0x004B0610,?NetSetProtocol@@YADPADJ@Z,169
0x004B0700,?NetSetFactoryTCP@@YAXPAUCN_INFO_TCP@@@Z,44
0x004B0730,?NET_GetLocalAddressString@@YAXPAD@Z,11
0x004B073B,FUN_004b073b,233
0x004B0830,?NET_Initialize@@YAJPAUCN_INFO@@J@Z,271
0x004B0940,?NET_StartQuery@@YADPAUCN_INFO@@PAXP6AX1W4PLAYER_ACTION@@PADPAUNET_ADDRESS@@J@Z@Z,202
0x004B0A10,?NET_Shutdown@@YAXXZ,117
0x004B0A90,?NET_ShutdownQuery@@YAXXZ,42
0x004B0AC0,?NET_Often@@YAXXZ,262
0x004B1060,FUN_004b1060,101
0x004B115E,FUN_004b115e,224
0x004B1240,?NETIsAddrLocal@@YADPAUNET_ADDRESS@@@Z,56
0x004B1280,?NET_GetLastError@@YAXPADH@Z,24
0x004B12A0,?NET_SendMessageAll@@YADPAD@Z,172
0x004B1350,?NET_MakeAutoConnectAddress@@YADPAUCN_INFO@@PAUNET_ADDRESS@@@Z,46
0x004B1380,?NET_Addr2string@@YADPAUNET_ADDRESS@@PAD@Z,25
0x004B13A0,?net_add_player_id@@YAXPADPAUsocket_state@@H@Z,298
0x004B14D0,FUN_004b14d0,99
0x004B1540,?NETProcessEvent@@YAXPAXIIJ@Z,75
0x004B1590,?fill_in_mpinfo@@YAXXZ,183
0x004B1650,FUN_004b1650,1
0x004B16B0,?net_write_output_q@@YAXH@Z,103
0x004B1720,FUN_004b1720,129
0x004B17B0,FUN_004b17b0,311
0x004B18F0,?scan_packet_queue@@YAXPAU_packet_queue@@HH@Z,389
0x004B1AB0,FUN_004b1ab0,93
0x004B1B10,?net_handle_fd_write@@YAXPAUsocket_state@@@Z,43
0x004B1B40,?net_all_players_ready@@YADXZ,17
0x004B1B60,?get_pkt_err_string@@YAPADJ@Z,27
0x004B1B80,?net_send_all@@YAXPAUNET_PKT@@@Z,97
0x004B1BF0,?net_do_accept_connection@@YADIP6ADIJHPAUsocket_state@@@Z@Z,163
0x004B1CA0,?net_set_ready@@YAXPAUsocket_state@@@Z,26
0x004B1CC0,?net_print_player_found@@YAXHPAD@Z,50
0x004B1D00,?net_add_self@@YAXPADH@Z,143
0x004B1D90,FUN_004b1d90,56
0x004B1DD0,?validate_player@@YAPAU_player_info@@J@Z,42
0x004B1E00,?clear_all_syncs@@YAXXZ,40
0x004B1E30,?clear_all_sync_replies@@YAXXZ,40
0x004B1E60,FUN_004b1e60,96
0x004B1EC0,FUN_004b1ec0,104
0x004B1F50,FUN_004b1f50,64
0x004B1F90,FUN_004b1f90,210
0x004B2070,?net_print_connection_failed@@YAXPAUsocket_state@@@Z,80
0x004B20C0,?net_addr_equal@@YADPAUNET_ADDRESS@@0@Z,87
0x004B2120,?net_mung_name@@YAXPAD0@Z,94
0x004B2180,?net_unmung_name@@YADPADPAUPKT_PLAYER_AD@@@Z,108
0x004B21F0,FUN_004b21f0,165
0x004B22A0,FUN_004b22a0,14
0x004B22AE,FUN_004b22ae,307
0x004B23F0,FUN_004b23f0,314
0x004B2530,?net_start_game@@YAXXZ,37
0x004B2560,FUN_004b2560,36
0x004B2590,?net_set_callback_host@@YAXPAXP6AX0W4PLAYER_ACTION@@PADPAUNET_ADDRESS@@J@Z@Z,20
0x004B25B0,?net_set_callback_players@@YAXPAXP6AX0W4PLAYER_ACTION@@PADPAUNET_ADDRESS@@J@Z@Z,20
0x004B25D0,?net_set_callback_connected@@YAXPAXP6AX0W4NET_CONNECTED_STATE@@@Z@Z,20
0x004B2630,?net_set_often_state@@YAXW4PLAYER_STATE@@@Z,131
0x004B26C0,?net_get_often_state@@YA?AW4PLAYER_STATE@@XZ,6
0x004B26D0,?net_free_player_list@@YAXXZ,64
0x004B2710,FUN_004b2710,173
0x004B27C0,?UCONFIG_DMusic@@YADXZ,89
0x004B2820,?UCONFIG_SetVideoOptions@@YGXXZ,267
0x004B2930,?UCONFIG_load_EA_CFG@@YGPAUCONFIG@@XZ,74
0x004B2980,?UCONFIG_save_EA_CFG@@YGDXZ,14
0x004B298E,FUN_004b298e,564
0x004B2BD0,?UCONFIG_Initialize@@YGXXZ,1080
0x004B3010,_CPUSpeed@16,305
0x004B3170,@WRSetTint@4,19
0x004B3190,_WRGetLayer@8,83
0x004B31F0,_WRSetRemaps@8,541
0x004B3410,FUN_004b3410,102
0x004B3480,@WRUpdate@4,710
0x004B3750,FUN_004b3750,199
0x004B3820,FUN_004b3820,10
0x004B382A,FUN_004b382a,667
0x004B3AD0,FUN_004b3ad0,139
0x004B3B60,FUN_004b3b60,21
0x004B3B80,FUN_004b3b80,91
0x004B3BE0,FUN_004b3be0,197
0x004B3CB0,FUN_004b3cb0,212
0x004B3D90,_WRUpdatePalette@0,989
0x004B4170,_WRLightUpdate@0,417
0x004B4320,WRFogLayerUpdate,76
0x004B4370,_WRInit@4,770
0x004B4680,FUN_004b4680,72
0x004B46D0,_WRShutdown@0,24
0x004B46F0,@WRInt@4,7
0x004B4700,_WRForcePaletteUpdate@0,17
0x004B4720,_WRWeatherEffects,101
0x004B4790,?InitTmapRemaps@@YIXXZ,22
0x004B47B0,@SetTmapRemaps@0,271
0x004B48C0,@WRMakeHazeList@12,208
0x004B4990,@WRLensFlare@0,410
0x004B4B30,@WRCanSee@8,116
0x004B4BB0,FUN_004b4bb0,317
0x004B4CF0,FUN_004b4cf0,309
0x004B4E30,FUN_004b4e30,33
0x004B4E60,FUN_004b4e60,164
0x004B4F10,FUN_004b4f10,181
0x004B4FD0,FUN_004b4fd0,186
0x004B5460,FUN_004b5460,145
0x004B5660,FUN_004b5660,148
0x004B5700,FUN_004b5700,265
0x004B5960,FUN_004b5960,292
0x004B5A90,FUN_004b5a90,128
0x004B5F90,FUN_004b5f90,177
0x004B6410,FUN_004b6410,169
0x004B64C0,FUN_004b64c0,886
0x004B6840,FUN_004b6840,981
0x004B6C20,FUN_004b6c20,458
0x004B6DF0,FUN_004b6df0,949
0x004B71B0,FUN_004b71b0,743
0x004B74A0,FUN_004b74a0,265
0x004B75B0,FUN_004b75b0,178
0x004B7700,FUN_004b7700,49
0x004B7890,FUN_004b7890,45
0x004B78C0,FUN_004b78c0,35
0x004B78F0,FUN_004b78f0,30
0x004B7910,G_AllocBitmapBuffer,30
0x004B7930,@G_RelocBitmap@8,119
0x004B79B0,_G_AllocBitmap@12,208
0x004B7A80,_G_AllocSurfaceBitmap@8,365
0x004B7BF0,@G_FreeSurfaceBitmap@4,60
0x004B7C30,?RemapAdd@@YAXPAUT_HANDLE@@H@Z,44
0x004B7C60,?RemapRelocate@@YAXPAUT_HANDLE@@F@Z,110
0x004B7CD0,_G_LoadBitmap@20,317
0x004B7E10,G_RemapBitmapToPalette,323
0x004B7F60,_G_BlitToBrush@16,52
0x004B7FA0,_G_BlitToScreen@16,54
0x004B7FE0,_G_Blit@36,1152
0x004B8460,@G_ColorPrint@20,267
0x004B85F0,@G_ColorStringWidth@8,48
0x004B8620,@G_ColorStringHeight@4,16
0x004B8630,@G_NextTab@4,49
0x004B8670,@G_Scale@20,157
0x004B8710,@G_ScaleFlip@8,165
0x004B87F0,@G_AcTexture@12,45
0x004B8820,@G_TextureFlip@12,112
0x004B8890,@G_PerspectiveFlip@12,131
0x004B8920,@G_HFlipBitmap@4,59
0x004B8960,@G_DoubleBitmapY@4,566
0x004B8BF0,@G_DoubleBitmapX@4,407
0x004B8D90,?carefulDiv@@YANPAMMM@Z,123
0x004B8E10,?NPM_clipTop@@YIJPAUFVERTEX@@0@Z,347
0x004B8F70,?NPM_clipTri@@YAJPAUFVERTEX@@@Z,330
0x004B90C0,?NPM_clipAndScan@@YIJPAUFVERTEX@@J@Z,22
0x004B90D6,FUN_004b90d6,855
0x004B9430,?NPM_FlatTri@@YIXPAUFVERTEX@@J@Z,505
0x004B9630,?NPM_TextureLinearTri@@YIXPAUT_BITMAP@@PAUFVERTEX@@J@Z,1373
0x004B9B90,?NPM_TexturePerspectiveTri@@YIXPAUT_BITMAP@@PAUFVERTEX@@J@Z,2149
0x004BA400,@G_FloatFlatFlip@8,256
0x004BA500,@G_FloatTextureFlip@12,346
0x004BA660,@G_FloatPerspectiveFlip@12,373
0x004BA7E0,_APInit@0,26
0x004BA800,@APAdd@4,103
0x004BA870,@APDelete@4,110
0x004BA8E0,_APNearest@20,294
0x004BAA10,@APTakeoffType@8,166
0x004BAAC0,@APLandingType@8,95
0x004BAB20,FUN_004bab20,92
0x004BAC70,_APStripFree@0,19
0x004BAC83,FUN_004bac83,288
0x004BBFE0,FUN_004bbfe0,63
0x004BC020,FUN_004bc020,233
0x004BC177,FUN_004bc177,10
0x004BC190,FUN_004bc190,10
0x004BD1E0,FUN_004bd1e0,169
0x004BD2D0,@APFind@4,64
0x004BD310,_APClearParks@0,186
0x004BD3D0,_APGetPark@0,73
0x004BD420,_APAssignPark@0,111
0x004BD490,_APUnassignPark@0,122
0x004BD950,FUN_004bd950,473
0x004BE6A0,_APApproachPath@20,11
0x004BE6AB,FUN_004be6ab,560
0x004BE8E0,_APTeleport,443
0x004BEAB0,?APSetOffset@@YGXPAUOBJ@@PAUAIRPORT@@PAUOBJ_ON_CARRIER@@@Z,69
0x004BEB00,@APAddToCarrier@4,83
0x004BEB60,@APRemoveFromCarrier@0,34
0x004BEB90,@APCheckCarrier@0,204
0x004BEC60,FUN_004bec60,263
0x004BED70,_APHomeAirport@0,183
0x004BEE30,@APObjOnShip@4,47
0x004BEE7D,FUN_004bee7d,207
0x004BEF5D,FUN_004bef5d,223
0x004BF04D,FUN_004bf04d,213
0x004BF13D,FUN_004bf13d,217
0x004BF34D,FUN_004bf34d,836
0x004BF7D0,FUN_004bf7d0,117
0x004BFDC0,FUN_004bfdc0,124
0x004C06A0,_PROJInit@0,97
0x004C0710,_PROJGetTargetPos@12,265
0x004C0820,@PROJAccurateHardPos@4,71
0x004C0870,@PROJSetTarget@4,232
0x004C0960,_PROJLockUpdate@0,292
0x004C0A90,_PROJAdd@40,13
0x004C0A9D,FUN_004c0a9d,1652
0x004C1120,_PROJSpeed@8,70
0x004C1170,_PROJEngineState@0,50
0x004C11B0,?PROJMoveProc@@YAXD@Z,1150
0x004C1630,FUN_004c1630,45
0x004C1660,FUN_004c1660,192
0x004C1720,FUN_004c1720,56
0x004C1760,FUN_004c1760,56
0x004C17A0,FUN_004c17a0,78
0x004C17F0,FUN_004c17f0,128
0x004C1870,?PROJDamageProc@@YAXPAUHIT_OBJ_DATA@@@Z,917
0x004C1C10,FUN_004c1c10,163
0x004C1F10,FUN_004c1f10,50
0x004C1F50,_PROJProc,22
0x004C20C0,_PROJHit@8,174
0x004C2170,_PROJFire@16,819
0x004C24B0,FUN_004c24b0,564
0x004C26F0,_PROJFireSound@4,365
0x004C2860,_PROJInFOV@40,752
0x004C2B50,FUN_004c2b50,10
0x004C2B5A,FUN_004c2b5a,735
0x004C2E40,FUN_004c2e40,104
0x004C2EB0,_PROJRadarIsOn@8,103
0x004C2F20,_PROJLock@24,709
0x004C31F0,FUN_004c31f0,96
0x004C3250,FUN_004c3250,263
0x004C3360,FUN_004c3360,21
0x004C3380,_PROJHitChance@28,10
0x004C338A,FUN_004c338a,1181
0x004C3830,FUN_004c3830,92
0x004C3890,FUN_004c3890,197
0x004C3960,FUN_004c3960,59
0x004C39A0,@PROJLaunchDevice@4,334
0x004C3AF0,_PROJRetargetMissilesOnDevice@12,324
0x004C3C40,FUN_004c3c40,88
0x004C3CA0,_PROJRemove@0,304
0x004C3DD0,@PROJRetargetMissiles@4,218
0x004C3EB0,_PROJMakeBombEq@28,374
0x004C4030,_PROJChangeBombEq@8,32
0x004C4050,_PROJBombPos@12,170
0x004C4100,_PROJSelectTarget@0,656
0x004C4390,FUN_004c4390,871
0x004C4700,_PROJServiceWeapon@24,2290
0x004C5000,FUN_004c5000,74
0x004C5050,FUN_004c5050,539
0x004C5270,FUN_004c5270,94
0x004C52D0,FUN_004c52d0,661
0x004C5570,@PROJMissileAttacking@4,246
0x004C5670,_PROJSendCollateralDamages@24,560
0x004C58A0,FUN_004c58a0,13
0x004C58AD,FUN_004c58ad,1107
0x004C5D00,FUN_004c5d00,38
0x004C5D30,_T_InitDatabase@0,26
0x004C5D50,_T_ShutdownDatabase@0,13
0x004C5D60,_T_Init@0,5
0x004C5D70,@T_Load@4,451
0x004C5F40,FUN_004c5f40,22
0x004C5F60,_T_Init2@0,52
0x004C5FA0,_T_Shutdown@0,113
0x004C6020,_T_StopAdding@0,20
0x004C6040,@T_GetLeaf@12,168
0x004C60F0,_DecodeFile,167
0x004C619C,_G_UPatLine@20,408
0x004C6334,_G_UBresenhamLine@16,300
0x004C64B8,_Swapmem@12,108
0x004C6524,_DoWordToString@16,198
0x004C65EC,@LMultDiv256@8,12
0x004C65F8,@LFMult@8,9
0x004C6604,@LFDiv@8,13
0x004C6614,@Abs@4,9
0x004C6620,@F24ToPA@4,23
0x004C6638,@PAToF24@4,26
0x004C6654,_Rotate2@8,119
0x004C66CC,_Dist@8,66
0x004C6744,_CpymemX@12,242
0x004C6838,_CpymemXRemap@12,51
0x004C686C,_Sprintf,533
0x004C6A84,FormatField,86
0x004C6ADC,NumberToAscii,339
0x004C6C30,_GetWordPointDelta@12,303
0x004C6D60,_CpuId@0,261
0x004C6E80,FUN_004c6e80,76
0x004C6ECC,@G_UPolygon@8,2307
0x004C77D0,@G_SUPolygon@8,1225
0x004C7C9C,FUN_004c7c9c,3302
0x004C8984,FUN_004c8984,179
0x004C8A38,@G_Polygon@8,59
0x004C8A74,@G_SPolygon@8,45
0x004C8AA4,_DecompressVideo@20,85
0x004C8AFC,_UnRLE@8,239
0x004C8BEC,_BuildSelfModifyCode@0,112
0x004C8C60,DoNibble,120
0x004C8CD8,_DecompressVideoImage@20,136
0x004C8E20,_WRBlackenPalette@12,74
0x004C8E6C,_WRWhitenPalette@12,90
0x004C8EC8,_WRReddenPalette@12,69
0x004C8F10,_WRColorPalette@16,105
0x004C8FD4,Horizon2d,147
0x004C9066,FUN_004c9066,142
0x004C90F4,FUN_004c90f4,133
0x004C9179,FUN_004c9179,52
0x004C91AD,FUN_004c91ad,115
0x004C9224,NoHorizon,37
0x004C924C,_SolidHorizon,375
0x004C93C3,FUN_004c93c3,51
0x004C93F6,FUN_004c93f6,53
0x004C942C,_GouraudHorizon,412
0x004C95C8,_ScreenMove@16,89
0x004C9624,_T_InterpAltNW@16,329
0x004C98BC,FUN_004c98bc,91
0x004C9918,FUN_004c9918,366
0x004C9A88,AC_interpolate_linear_span,886
0x004C9E00,FUN_004c9e00,280
0x004C9F18,FUN_004c9f18,272
0x004CA028,_G__AC_Texture,394
0x004CA1B4,interpolate_linear_span,1380
0x004CA718,FUN_004ca718,1326
0x004CAC48,FUN_004cac48,238
0x004CAD38,FUN_004cad38,236
0x004CAE25,FUN_004cae25,17
0x004CAE38,_G__Texture,589
0x004CB088,interpolate_perspective_span,2266
0x004CBB69,FUN_004cbb69,210
0x004CBC3B,FUN_004cbc3b,208
0x004CBD0B,_G__Perspective,369
0x004CBE7C,_G__ScaleBitmap,1321
0x004CC3A5,expand_texture_poly,165
0x004CC44C,Remap,102
0x004CC4B4,SetShadingTable,99
0x004CC518,@DoSetTmapRemaps@0,45
0x004CC548,FUN_004cc548,161
0x004CC5E9,FUN_004cc5e9,176
0x004CC699,FUN_004cc699,69
0x004CC726,FUN_004cc726,45
0x004CC753,FUN_004cc753,114
0x004CC7F4,@RemapYLRP@4,185
0x004CC8B0,@DrawYLRP@8,23
0x004CCB88,@ArcTan@8,176
0x004CCC48,_CopySB8,49
0x004CCC7C,_CopyDB8,149
0x004CCD14,_CopySB15,89
0x004CCD70,_CopyDB15,133
0x004CCDF8,_CopyDSB15,129
0x004CCE7C,_CopyDDB15,213
0x004CCF54,_ExpandDB,52
0x004CCF88,_ExpandSB,89
0x004CD588,sincos,62
0x004CD5DF,FUN_004cd5df,15
0x004CD5EE,FUN_004cd5ee,333
0x004CD7A0,@GRACos@4,20
0x004CD7B4,acos,75
0x004CD834,@GRSetLightSource@4,30
0x004CD854,SetShading,91
0x004CD8B0,_Sun,64
0x004CD8F0,FUN_004cd8f0,234
0x004CD9DA,FUN_004cd9da,236
0x004CDAC6,FUN_004cdac6,237
0x004CDBB3,FUN_004cdbb3,239
0x004CDCA8,do_nop,16
0x004CDCB8,render_3d,506
0x004CDEB4,FUN_004cdeb4,1522
0x004CE4A8,FUN_004ce4a8,9
0x004CE4B4,check_flat,719
0x004CE784,FUN_004ce784,56
0x004CE7BC,load_xlate_rotate_pnt,59
0x004CE7F7,mxmul,163
0x004CE89C,FUN_004ce89c,195
